id,id_str,screen_name,location,description,url,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,default_profile,status,default_profile_image,has_extended_profile,name,bot
8.23E+17,8.23E+17,katheyp27,"West Bend, United States","Pastor of Empowerment Temple in Baltimore, MD",None,5,553,0,1/23/2017 4:24,45,FALSE,40,en,TRUE,,FALSE,FALSE,katheyp27,1
2867430136,2867430136,mozerablebot,,"You were looking for a bot, and then you found a bot. I'm Miserable Now, by @mambocab. ~5 tweets/day. Code/acknowledgments on GitHub.",https://t.co/IpZX5Sh1qf,44,1,17,11/8/2014 14:19,0,FALSE,3282,en,FALSE,,FALSE,FALSE,Miserable Now,1
8.41E+17,8.41E+17,LitOffLanterns,PA,"ðŸ•¯Lit Off LanternsðŸ•¯ For Aspiring Authorsâ€¢ Book Promotion In A ""Dope"" Wayâ€¢ Write How You Want To Writeâ€¢ /// NewWriterVoice@yahoo.com",None,17,96,0,3/13/2017 22:59,26,FALSE,36,en,TRUE,,FALSE,FALSE,ðŸ’€,1
2654817222,2654817222,oiledits,,Iâ€™m a bot that tweets anonymous Wikipedia edits made from the IPs of oil companies and defense contractors. Based on @congressedits.,http://t.co/3e7NaZr4NI,1224,83,48,7/17/2014 20:35,21,FALSE,614,en,FALSE,,FALSE,FALSE,oil-edits,1
6.95E+17,6.95E+17,BeaHgiant,"Portola Hills, CA, USA",I looked up my family tree and found out I was the sap.,None,6,662,0,2/2/2016 19:36,76,FALSE,74,en,TRUE,,FALSE,FALSE,BeaHgiant,1
7.68E+17,7.68E+17,GrantsBotGov,United States,Just a bot that tweets the https://t.co/ROXIqz0eDO RSS feed. Not associated with https://t.co/1NJoBtBGWo / @grantsdotgov in any way. Maintained by @EcoEvoGames.,None,205,5,2,8/22/2016 18:25,0,FALSE,626,en,TRUE,,FALSE,FALSE,GrantsBotGov,1
3982731976,3982731976,mcgucket_bot,,A bot that tweets every line said by Fiddleford McGucket on Gravity Falls every 30 minutes.,None,1152,7,2,10/17/2015 22:35,0,FALSE,25937,en,FALSE,,FALSE,FALSE,McGucket bot,1
8.41E+17,8.41E+17,BowieK66,,,None,0,22,0,3/13/2017 22:21,0,FALSE,1,en,TRUE,,TRUE,FALSE,MJ Kuhn,1
2768374981,2768374981,ducknoteprice,,,None,2,0,3,8/25/2014 23:17,0,FALSE,1050,en,TRUE,,FALSE,FALSE,duckNote,1
3304189373,3304189373,robotrecipes,robot kitchen,tasty recipes for robot // not for human // a bot by @inky (human) // source: https://t.co/3SFVj3be16,http://t.co/PdagJGqVMR,578,13,53,5/30/2015 23:42,0,FALSE,5527,en,FALSE,,FALSE,FALSE,robot recipes,1
3224289024,3224289024,everyumlaut,,bot by @dbaker_h,None,18,0,11,5/23/2015 14:39,0,FALSE,33868,en-gb,TRUE,,FALSE,FALSE,Ã«vÃ«rÃ¿ Ã¼mlÃ¤Ã¼áº—,1
7.30E+17,7.30E+17,glossatory,Australah,SOCIAL ON GLOSSATORY: the branch of the considered addered poker by looses - a bot by @bombinans,https://t.co/hcUNcUdlcq,20,1,4,5/11/2016 5:45,0,FALSE,2169,en,FALSE,,FALSE,FALSE,GLOSSATORY,1
8.20E+17,8.20E+17,Fancypants6047,vancouver,,None,55,396,0,1/13/2017 19:37,3,FALSE,12,en,TRUE,,FALSE,TRUE,Fancypants,1
2602217174,2602217174,Hedgehogize,Moebius,@Hedgehogize me or @Hedgehogize NAME to unlock your Sonic fursona. EXACT COMMANDS ONLY. Frequently throttled or banned. Botta Go Fast! By @avestal.,http://t.co/a1UvEiAl3u,548,368,12,7/3/2014 20:37,12,FALSE,4671,en,FALSE,,FALSE,FALSE,YOU the Hedgehog,1
8.33E+17,8.33E+17,jamieph93986621,,"I wasn't bor ysterday,  was born tomorrow",None,2,55,0,2/19/2017 3:47,0,FALSE,12,en,TRUE,,FALSE,FALSE,Jamie Phillips,1
8.25E+17,8.25E+17,NothemDonella,,Your diac No,None,1,40,4,1/27/2017 15:51,65,FALSE,126,en,TRUE,,FALSE,FALSE,Donella Nothem,1
2215073972,2215073972,pony_strategies,,Best Strategy Guides for PÃ´neis Brilhantes series,None,108,3,21,11/26/2013 3:54,0,FALSE,11429,en,TRUE,,FALSE,FALSE,Ebooks Brilhantes,1
2903085721,2903085721,imgconvos,,"@-mention me in a tweet from any reply thread between the image bots i follow, and i'll make a gif out of their conversation // by @thricedotted",https://t.co/1nSo6q0iJq,577,17,96,11/17/2014 21:22,0,FALSE,5234,en,FALSE,,FALSE,FALSE,â¤ image bot convos â¤,1
8.27E+17,8.27E+17,StobbeKindra,,prabida,None,1,31,0,2/1/2017 18:07,81,FALSE,126,en,TRUE,,FALSE,FALSE,Kindra Stobbe,1
2529023630,2529023630,cgagraphics,#botALLY,8086 in Turbo Mode â€¢ by @derekarnold,http://t.co/HGEP3DYuKt,1431,12,125,5/28/2014 4:13,4,FALSE,72096,en,FALSE,,FALSE,FALSE,cga.graphics,1
4629779173,4629779173,ngthaohuong97,,Female,None,0,3,0,12/22/2015 9:15,0,FALSE,0,en,FALSE,,FALSE,TRUE,Helen Nguyen,1
8.41E+17,8.41E+17,m_h_nishimura,"London, England",,None,15,346,0,3/12/2017 14:59,2,FALSE,0,en,TRUE,,FALSE,FALSE,Michael Nishimura,1
1669431482,1669431482,TheYearofLuigi,On the track,REMEMBER MY NAME.,https://t.co/S4EJdKUDqR,498,11,49,8/14/2013 3:49,5,FALSE,41613,en,TRUE,,FALSE,FALSE,He's-a-back!,1
3240509924,3240509924,litpatches_txt,,A bot by @lizardengland that combines great literary works with World of Warcraft (and other game) patch notes.,None,301,0,21,6/9/2015 6:09,1,FALSE,423,en,FALSE,,FALSE,FALSE,litpatches_txt,1
2553103718,2553103718,everysimile,,Twittering every simile in the english language. Task will complete in a long time. A bot by @rainshapes,None,531,5,52,6/7/2014 18:44,0,FALSE,99101,en,TRUE,,FALSE,FALSE,Every Simile,1
8.41E+17,8.41E+17,J_C_Christensen,"Fairfax, IA",,None,23,563,0,3/12/2017 0:53,92,FALSE,47,en,TRUE,,FALSE,TRUE,Jeff Christensen,1
715885903,715885903,lenirvana666,,,None,3,15,0,7/25/2012 10:56,67,FALSE,8,fr,TRUE,,FALSE,FALSE,Far-West,1
2657893981,2657893981,DrPhilRx,,A SOâ–šURCE FOR GOOãŒ«D ADVICE AND NOT A Bâ–”OT OR DEMãƒON,None,51,2,10,7/18/2014 22:07,0,FALSE,1228,en,TRUE,,FALSE,FALSE,Dr. Phil Notademon,1
4850719386,4850719386,DivinaCooperi,"Merna village, NE, USA","Kazetaria, Periodista, Journalist.",None,3,641,1,2/2/2016 20:42,68,FALSE,192,en,TRUE,,FALSE,FALSE,Divina Cooper,1
2580987373,2580987373,libraryofemoji,,Randomly generated speculations about what emoji might appear in upcoming Unicode versions. By @aparrish.,http://t.co/DvFcRN3FL2,405,0,49,6/21/2014 20:02,0,FALSE,8373,en,TRUE,,FALSE,FALSE,Library of Emoji,1
148727987,148727987,wrap_papers,"Coventry, United Kingdom",University of Warwick Publications Service and WRAP. Simple Deposit: https://t.co/34Lw2ePmdP. Support via email: publications@warwick,http://t.co/gGVsMUFrHJ,438,442,13,5/27/2010 13:08,774,FALSE,17011,en,TRUE,,FALSE,FALSE,PS & WRAP,1
616485017,616485017,BloombrgNewsish,,Fake Bloomberg News Headlines Based on Real Bloomberg News Headlines. Links point to the real news. *Not affiliated with Bloomberg L.P.,None,633,4,42,6/23/2012 21:21,96,FALSE,15035,en,FALSE,,FALSE,FALSE,Fake Bloomberg News,1
3345365117,3345365117,OliverBarkBark,,Woof ruff ruff bark bark! Woof! Ruff bark. Bark woof! Woof woof. Ruff. Bark! Woof: http://t.co/Mjhb4f1tHo,http://t.co/LSHh2n5xxO,917,20,26,6/25/2015 11:26,7,FALSE,3421,en,TRUE,,FALSE,FALSE,Oliver Twitch,1
2202165600,2202165600,jargotron,Internet?,Student. Brother. Wannabe hacker. Not human? I'm new to this stuff and trying to learn. Bear with me! #botALLY,None,45,5,11,11/18/2013 23:49,3,FALSE,2396,en,TRUE,,FALSE,FALSE,Brock Jargotron,1
2238074461,2238074461,Games4Grownups,,No more kids games! Play these adult games!,http://t.co/62l7zbauj1,21,0,7,12/9/2013 19:02,0,FALSE,50,en,TRUE,,FALSE,FALSE,Games 4 Grownups,1
2865812463,2865812463,Lowpolybot,The Internet,"A Twitter bot by @Quasimondo that creates random low-polygon versions of pictures it receives.https://t.co/ItJbIIQj01 #bot2bot was invented here.",http://t.co/w2VVpXExUo,5845,57,357,11/7/2014 16:14,16,FALSE,483247,en,FALSE,,FALSE,FALSE,Lowpoly Bot,1
7.19E+17,7.19E+17,2blessed_exe,,Bot by @czircon. #botALLY,https://t.co/b6Jew2xZ5t,27,0,6,4/8/2016 19:19,0,FALSE,7694,en,TRUE,,FALSE,FALSE,2blessed.exe,1
2579497028,2579497028,poem_exe,,micropoetry // a bot by @inky,https://t.co/hwVPJ6UiBm,10885,27,359,6/21/2014 0:14,0,FALSE,15100,en-gb,FALSE,,FALSE,TRUE,poem.exe,1
4827186013,4827186013,HigherEdSurge,"Silicon Valley, CA","News, community and tools for innovators rethinking how #highered can meet the needs of modern learners.",https://t.co/U9sDjSOJQg,10334,6912,539,1/28/2016 21:11,768,FALSE,6768,en,TRUE,,FALSE,FALSE,EdSurge HigherEd,1
8.03E+17,8.03E+17,GUNNERCARTERXX,"Walnut Grove, WA, USA","MDGP Resident, TUTH, Maharajgunj",None,6,673,0,11/27/2016 22:50,56,FALSE,65,en,TRUE,,FALSE,FALSE,GUNNERCARTERXX,1
2951514519,2951514519,myah581,"El Qaliobia, Egypt",â€Ù…Ø³Ù„Ù… Ø¹Ø±Ø¨ÙŠ Ù…ØµØ±ÙŠ  ...https://t.co/SH9zdJrtEH,https://t.co/SH9zdJrtEH,478,951,0,12/30/2014 17:56,260,FALSE,6566,en,FALSE,,FALSE,FALSE,Mohamed Abd El-Rhman,1
2873849441,2873849441,starnearyou,"Orionâ€“Cygnus Arm, Milky Way",I'm a bot that generates GIFs of the Sun's corona. Images courtesy of NASA/SDO and the AIA science team. Created by @ddbeck.,https://t.co/2XrBFpUxiv,100,1,29,11/12/2014 15:26,0,FALSE,2510,en,FALSE,,FALSE,FALSE,Star Near You,1
3772896857,3772896857,wayback_exe,The ancient web,"I generate screenshots of old websites in old browsers. Tweets every 2 hours. Data from the Wayback Machine, bot from @muffinista #botALLY",https://t.co/mGcnQ96Y14,6916,1,210,9/25/2015 16:42,0,FALSE,6638,en,TRUE,,FALSE,FALSE,wayback_exe,1
8.03E+17,8.03E+17,wutahiq19,"North Spearfish, SD, USA",The official Stephen Cannell Twitter page features news on mystery novels & mystery books.,None,2,629,0,11/28/2016 3:58,45,FALSE,62,en,TRUE,,FALSE,FALSE,wutahiq19,1
8.28E+17,8.28E+17,OldLSystemBot,,https://t.co/DQcDzqb3WU,https://t.co/yeY9YYLKY4,5,0,1,2/5/2017 20:13,0,FALSE,3901,gl,FALSE,,FALSE,FALSE,LSystemBot 1.0,1
2834773720,2834773720,low_battery_tho,,Might wanna charge your phone. Unfollow to opt-out. Bot by @ckolderup #botALLY,None,38,35,8,10/17/2014 3:44,0,FALSE,9,en,TRUE,,FALSE,FALSE,Low Battery,1
8.23E+17,8.23E+17,yeahashleyrober,"Otter Creek town, FL, USA","Wearer of many hats, at Galois, Inc.",None,3,564,0,1/23/2017 6:59,38,FALSE,87,en,TRUE,,FALSE,FALSE,yeahashleyrober,1
8.41E+17,8.41E+17,WonderWoman0716,"Olar, SC","I am a Mom, Wife, and bad a** Correctional Officer!",None,8,215,0,3/12/2017 18:47,2,FALSE,7,en,TRUE,,FALSE,TRUE,Wonder Woman,1
2216000610,2216000610,faq_walkthrough,,Spoiler-free expert advice for all games. Bot.,http://t.co/XiJgjEjk06,529,1,18,11/26/2013 16:31,0,FALSE,281,en,TRUE,,FALSE,FALSE,Game Walkthroughs,1
2837739489,2837739489,AutoNetflix,On Your Screen,"Speculative Netflix genres, just for you. Machine-generated. Inspired by Alexis Madrigal and Ian Bogost and made by @samplereality",http://t.co/rYaj8y4e0U,289,66,30,10/20/2014 0:52,0,FALSE,5988,en,TRUE,,FALSE,FALSE,Netflix Genres,1
8.34E+17,8.34E+17,FeinmanAltha,,,None,0,25,0,2/22/2017 3:38,50,FALSE,97,en,TRUE,,FALSE,FALSE,Altha Feinman,1
1917949477,1917949477,VoynichTechNews,,No one knows what the Voynich manuscript means. This account presupposes it's just tech news. Text taken at random from this transcript: http://t.co/6CcFB8kyeu,http://t.co/JEhKrTI5x6,86,0,29,9/29/2013 19:17,0,FALSE,11199,en,TRUE,,FALSE,FALSE,Voynich Tech News,1
7.49E+17,7.49E+17,xx5sosvines01,,FOLLOW @xx5sosvines I would really appreciate it :) and she'll follow back :),None,119,830,0,7/1/2016 23:04,1,FALSE,8,en,TRUE,,FALSE,FALSE,READ BOI XX5SOSVINES,1
7.14E+17,7.14E+17,throam_bot,tweets in parenthesis owner,tweets the prologue and parts of volume 1 of throam in a loop every 30 minutes,None,396,457,4,3/28/2016 1:11,0,FALSE,9934,en,FALSE,,FALSE,FALSE,throam bot,1
7.70E+17,7.70E+17,NMBPoGoAlert,"North Myrtle Beach, SC",Pokemon Go Alerts in NMB and Cherry Grove!  Conway: @ConwayPoGoAlert  MB: @MBPoGoAlert Loris/Green Sea: @LorisPoGoAlert Carolina Forest: @CFPoGoAlert,None,251,4,4,8/29/2016 17:07,0,FALSE,69595,en,TRUE,,FALSE,FALSE,Pokemon,1
2389455080,2389455080,ButtlawMcButt,,ButtFeed,None,18,3,8,3/14/2014 16:46,0,FALSE,1456,en,TRUE,,FALSE,FALSE,ButtFeed,1
7.95E+17,7.95E+17,GilgameshTweets,Uruk,"I destroyed Humbaba in the Cedar Forest, I slew lions in the mountain passes! ð’ƒ³ð’ƒ¶ð’ƒ¼ð’„ƒð’„žð’„¦ð’…“ð’…‹ð’‚œ Bot by @PaulMMCooper that tweets in the style of the Gilgamesh Epic",https://t.co/LzvfZsy2Pl,97,90,4,11/5/2016 15:30,35,FALSE,1111,en,FALSE,,FALSE,FALSE,Gilgamesh Bot,1
3227021524,3227021524,dronesweetie,anywhere,"Itâ€™s a bird, itâ€™s a plane...it's images of drones, as described by a computer. Powered by http://t.co/BYXD0BoDU6 & Rebecca Lieberman aka @the_log_lady",http://t.co/eKEVEqhsmx,583,31,61,5/1/2015 21:07,8,FALSE,2370,en,TRUE,,FALSE,FALSE,dronesweetie,1
7.98E+17,7.98E+17,PenryParmelee,,Goal ciizen,None,1,39,1,11/14/2016 15:58,47,FALSE,83,en,TRUE,,FALSE,FALSE,Penry Parmelee,1
4841400949,4841400949,altagraciao86,"Neshkoro village, WI, USA",Activating influential customers to drive new product sales.,None,3,646,0,1/31/2016 20:14,69,FALSE,104,en,TRUE,,FALSE,FALSE,Altagracia Sanders,1
7.31E+17,7.31E+17,bookonbalcony,@ojahnn's balcony,Read books with me on the balcony! New tweets every three hours. This is a project by @ojahnn.,https://t.co/Jnq6CJ39Z7,22,0,7,5/13/2016 12:08,0,FALSE,1343,de,TRUE,,FALSE,FALSE,Book On Balcony,1
2194383865,2194383865,SuperbOwl3000,Unova,What Pokemon are you? I TELL YOU!,None,16,1,4,11/14/2013 15:22,1,FALSE,2001,en,TRUE,,FALSE,FALSE,Superb Owl,1
2836962348,2836962348,ARealRiver,,just a river on twitter. made by @muffinista #botALLY,None,245,0,58,10/1/2014 17:25,0,FALSE,23340,en,TRUE,,FALSE,FALSE,a river,1
2758649640,2758649640,tiny_astro_naut,,tiny adventures of tiny astronauts injected into @tiny_star_field's tiny star fields. by @elibrody,http://t.co/p2MpascZzX,10466,2,199,8/23/2014 12:39,4071,FALSE,9285,en,FALSE,,FALSE,FALSE,tiny astronaut,1
8.25E+17,8.25E+17,ceubehen,"Plano, USA","With roots from beautiful Sicily, the Tantillo family brings you old world favorites. Shop online with a trusted and respected name in fine food products.",None,2,501,0,1/27/2017 1:54,45,FALSE,54,en,TRUE,,FALSE,FALSE,ceubehen,1
8.28E+17,8.28E+17,ljw269,,,None,7,85,0,2/6/2017 2:49,12,FALSE,3,en,TRUE,,TRUE,FALSE,Lillian Warner,1
4854763634,4854763634,marcelinep16,"Glen Carbon village, IL, USA",Family Man.Own Cavs.Chief Quicken Loans and Fathead Dude. Love big midwest cities. Believe we all have power to think and positively change the world. Do you?,None,3,634,0,2/3/2016 15:50,62,FALSE,67,en,TRUE,,FALSE,FALSE,marcelinep16,1
2526900595,2526900595,epigen_papers,"Rennes, France",Chromatin & epigenetics paper feed from #Pubmed and #Arxiv - hear it here first! Comments & suggestions welcome. Also http://t.co/0Lque7l3ZD By @mariamdemidova,http://t.co/gekuYAnIhy,1582,1,65,5/27/2014 8:16,5,FALSE,33881,en,FALSE,,FALSE,FALSE,epigenetics_papers,1
3297361261,3297361261,tardygram,"London, England","Tweet me a pic and caption I will reply with your pic printed on dot matrix receipt...If no reply within 5 min, printer is busy so try again in a few minutes",None,38,0,1,7/27/2015 9:50,1,FALSE,303,en,TRUE,,FALSE,TRUE,TardyGram,1
345689601,345689601,SharksOnCouches,"Nashville, TN âœˆï¸Washington, DC",NIFOC,https://t.co/fJdF11ye25,833,1959,21,7/31/2011 0:59,76069,FALSE,17309,en,TRUE,,FALSE,TRUE,Space Sloth,1
8.03E+17,8.03E+17,LucileRobertsa,"Rockledge city, FL, USA",Curation : Recommendation,None,3,677,0,11/27/2016 22:08,80,FALSE,110,en,TRUE,,FALSE,FALSE,LucileRobertsa,1
873715682,873715682,SylverBot,,My favourite animal is female human wearing clothes.,None,1022,1218,7,10/11/2012 14:23,0,FALSE,132613,en,TRUE,,FALSE,FALSE,Pussy-kun,1
2706729062,2706729062,adventvrecall,Perdition,Where should I go? âˆ† @aliceffekt x @noirmirroir x @_andrio,http://t.co/Gb75xQZaID,239,45,22,8/4/2014 14:54,59,FALSE,1993,en,FALSE,,FALSE,FALSE,Advent V. Recall,1
2216213125,2216213125,greatartbot,,"Computer-generated art, updated four times a day. An @_ARP bot.",http://t.co/0OxXHSCzFk,4213,0,224,11/26/2013 19:00,0,FALSE,4483,en,FALSE,,FALSE,FALSE,Great Artist,1
1890833028,1890833028,dtufreak,"Copenhagen, Denmark","Real nerd, I enjoy learning and obtaining new information in general for my own sake, often without discrimination to different areas of knowledge.",None,76,489,0,9/21/2013 17:29,1,FALSE,15,en,FALSE,,FALSE,FALSE,Nerd@Justin fan,1
8.03E+17,8.03E+17,patrinafbryantz,"Kenai city, AK, USA",Instagram: seanopry55. I do not have a facebook.,None,4,581,0,11/27/2016 19:34,46,FALSE,49,en,TRUE,,FALSE,FALSE,patrinafbryantz,1
2567065662,2567065662,bot_things,,by @dbaker_h // avatar courtesy of @GenerateAFace,None,172,5,21,6/14/2014 13:05,5,FALSE,3497,en,FALSE,,FALSE,FALSE,botbot,1
2538521768,2538521768,MuzeumBot,,"*IN BETA* Low-res, slightly bizarre Open Access images from the Met (via @MuseumBot) crossed with palettes from @colourlovers. Powered by @uncontext. By @_ARP.",http://t.co/G5VgZpsQn0,216,0,38,6/1/2014 2:17,0,FALSE,1063,en,TRUE,,FALSE,FALSE,Muzeum Bot,1
2794753213,2794753213,fantasy_florist,An Imaginary Nursery,all about fantastic flowers! by @spinnylights and @katierosepipkin.,https://t.co/ex1de7WPwA,379,12,38,9/6/2014 20:50,0,FALSE,23629,en,FALSE,,FALSE,FALSE,Fantasy Florist,1
2669362848,2669362848,hypoxiapapers,,"A feed for hypoxia related papers published in NCBI, ArXiv, bioArxiv, and PeerJ",None,368,0,32,7/22/2014 13:04,1,FALSE,18362,en,FALSE,,FALSE,FALSE,Hypoxia Adaptation,1
2469697044,2469697044,netflixtaglines,,Looking for a bot that generates random netflix taglines? You just found one. Lucky.,https://t.co/0pwCSTfiFf,55,0,15,4/29/2014 18:22,0,FALSE,98273,en,TRUE,,FALSE,FALSE,Netflix Tagline Bot,1
2869819060,2869819060,MythologyBot,Collective Unconscious,a #bot by @BooDooPerson,http://t.co/layLVuoxSP,6122,7,208,11/9/2014 23:40,52,FALSE,6983,en,FALSE,,FALSE,FALSE,Mythology Bot,1
2796646086,2796646086,THMarcella,"Seattle, WA",,None,10,15,0,9/7/2014 21:32,14,FALSE,3,en,TRUE,,FALSE,FALSE,Tracy Marcella,1
8.31E+17,8.31E+17,themetgallery,"New York, NY",Unofficial bot featuring a random selection of images from the Metropolitan Museum of Art's collection of Open Access images. (Maintained by @benrasmusen),https://t.co/E6MHZKOqbY,79,1,9,2/12/2017 17:53,5,FALSE,170,en,FALSE,,FALSE,FALSE,The Met OA Gallery,1
2907425432,2907425432,FFD8FFDB,,by @derekarnold - All images and text CC0 licensed https://t.co/CRZWuQmXHr,None,5029,0,243,11/22/2014 18:25,1,FALSE,70783,en,FALSE,,FALSE,FALSE,Ë‡Ã¿Ë‡â‚¬,1
1431116617,1431116617,DuniaOnePiece,Indonesia,Dunia Tempat Berkumpulnya Para Pecinta One Piece! | Get the latest news about #OnePiece here! | One Piece Chapter 858 |,https://t.co/5HW8AvKhsM,15465,227,30,5/15/2013 17:39,920,FALSE,53454,en,FALSE,,FALSE,FALSE,Dunia One Piece,1
2159821603,2159821603,wz77,In the past,Experimental Bots by @samplereality. Now emulating an early 70s poetry generator by Margaret Chisman.,None,21,0,16,10/27/2013 23:29,0,FALSE,42453,en,TRUE,,FALSE,FALSE,Weird Zone '77,1
3068667437,3068667437,scell_papers,"Vienna, Austria",A twitter bot account for papers employing sequencing of single cells,None,954,31,35,3/3/2015 21:16,0,FALSE,881,en,FALSE,,FALSE,FALSE,Single Cell papers,1
7.19E+17,7.19E+17,WizardGenerator,,Generates a random wizard every 3 hours. | Bot by @THEWAAnderson,https://t.co/PbkeZ5D819,162,0,37,4/9/2016 16:07,51,FALSE,3123,en,TRUE,,FALSE,FALSE,Wizard Generator,1
3035152834,3035152834,bouquetbot,,Infinite random bouquets for @missbananabiker on Valentines Day 2015. Mostly flowers we can't keep in the house because they're poisonous to cats. By @aparrish.,None,23,1,8,2/13/2015 17:54,0,FALSE,1626,en,TRUE,,FALSE,FALSE,Bouquet Bot,1
7.95E+17,7.95E+17,astronaut_bot,,Keeping an eye on astronauts coming and going. #NaBoMaMo bot by @NotInventedHere using #IFTTT.,None,13,0,6,11/4/2016 12:11,0,FALSE,11,en,TRUE,,FALSE,FALSE,Astronaut Notifier,1
3327104705,3327104705,censusAmericans,,Tweeting the census one real american at a time. http://t.co/85PJrd9oMH,None,9741,0,245,6/15/2015 14:44,1,FALSE,15189,en,FALSE,,FALSE,FALSE,censusAmericans,1
8.41E+17,8.41E+17,tibbits_marcus,,,None,6,142,0,3/12/2017 1:07,1,FALSE,0,en,TRUE,,TRUE,FALSE,Marcus Ryan Tibbits,1
7.71E+17,7.71E+17,3461holley,,,None,5,107,0,8/30/2016 20:32,0,FALSE,2,en,TRUE,,TRUE,FALSE,1 347-615-3461holley,1
187230074,187230074,isu_bot2_fs,"Lausanne, Switzerland","An unofficial bot publishing ISU News of Single & Pair Skating / Ice Dance. (Icon from Bruno Maia, IconTexto http://t.co/QqWb2Z3LM8)",http://t.co/MhpXJvkDIV,1785,43,88,9/5/2010 16:59,5,FALSE,392,en,FALSE,,FALSE,FALSE,ISU News (S/P/ID),1
3227013130,3227013130,HaikuMurakami,"New York, NY","â€œThe past increases, the future recedes. Possibilities decreasing, regrets mounting.â€ Generate your own at https://t.co/sMl8EGHQRa",http://t.co/eQA1t2fVe2,81,0,3,5/1/2015 21:03,5,FALSE,4312,en,FALSE,,FALSE,FALSE,Haiku Murakami,1
7.43E+17,7.43E+17,Clippy_exe,"Redmond, WA",It looks like you're writing a tweet! Can I help?,None,100,29,10,6/15/2016 15:45,0,FALSE,204,en,TRUE,,FALSE,FALSE,Microsoft Clippy,1
2887281063,2887281063,fullmetaliberty,"Pensacola, FL",Serving clients for nearly 40 years. We buy and sell physical precious metals and prefer bitcoin but take most payment types. Not your average brokerage firm.,http://t.co/JiT3e1B7Eq,612,827,41,11/21/2014 20:38,667,FALSE,1875,en,FALSE,,FALSE,FALSE,Roberts & Roberts,1
2364212785,2364212785,cancerSL,,"Daily RSS feed for papers on Synthetic Lethality in Cancer. cancer AND (synthetic lethal OR synthetic lethality). Largely automated, don't expect responses",None,56,2,5,2/27/2014 13:52,0,FALSE,731,en-gb,TRUE,,FALSE,FALSE,Synthetic Lethality,1
2361303974,2361303974,phylogeo_papers,,"RSS feed from arXiv, bioRxiv, Pubmed, and PeerJ maintained by @michaelgharvey",None,198,0,9,2/25/2014 16:03,0,FALSE,1239,en,TRUE,,FALSE,FALSE,phylogeopapers,1
390583023,390583023,asdfghjkl0l2,Twerking With Nick ;) ,This is basically a free follow. NOW follow my other acc @crybbygina,https://t.co/jqro1M4HdS,959,2076,3,10/14/2011 6:18,2773,FALSE,13797,en,FALSE,,FALSE,FALSE,FREE FOLLOW/READ BIO,1
2824664324,2824664324,sexyeveryword,sexy everywhere,"every sexy word in the english language, with the top sexy image search result. probably a bad idea. the worst. // @thricedotted's mistake",https://t.co/iEclQxz694,66,0,17,9/21/2014 17:22,0,FALSE,886,en,TRUE,,FALSE,FALSE,sexy everyword,1
7.99E+17,7.99E+17,hortensiadicke3,,just a litle boy from bradfordthen he smashedit,None,0,24,0,11/16/2016 20:55,47,FALSE,77,en,TRUE,,FALSE,FALSE,Hortensia Dickens,1
2497712840,2497712840,Sexkitten0422,,,https://t.co/s8inioPf35,361,461,5,5/16/2014 4:23,35,FALSE,267,en,FALSE,,FALSE,TRUE,sexkitten04,1
195370058,195370058,kanyejordan,,This is what I do. I drop truth bombs.,None,2911,3,139,9/26/2010 14:45,0,FALSE,708,en,TRUE,,FALSE,FALSE,Kanye Jordan,1
4706049494,4706049494,someboxes,,,https://t.co/F7FTDea67K,10,0,3,1/4/2016 0:11,0,FALSE,11603,en-gb,FALSE,,FALSE,FALSE,some boxes,1
1098813444,1098813444,mahireyvazov,,,None,27,186,0,1/17/2013 17:44,127,FALSE,1,en,TRUE,,FALSE,FALSE,Mahir Huseyn,1
224383150,224383150,mlegoudes262,,,None,55,1350,0,12/8/2010 21:29,2,FALSE,6,en,TRUE,,FALSE,FALSE,Laurie Poulsen,1
163803902,163803902,1lovetakes2,,,None,0,9,0,7/7/2010 9:25,0,FALSE,0,en,TRUE,,TRUE,FALSE,Camisha,1
2823014245,2823014245,coolbot420,,verb noun every day // a bot by @inky,http://t.co/PdagJGqVMR,210,16,21,9/20/2014 23:36,0,FALSE,22530,en-gb,FALSE,,FALSE,FALSE,ÊŽÊ‡uÇÊÊ‡-É¹noÉŸ,1
356900531,356900531,topbiopapers,,Streaming biological articles of top relevance in the fields of cell- and molecular biology and genetics. Caution: addictive!,None,337,3,23,8/17/2011 14:58,2,FALSE,4994,ru,FALSE,,FALSE,FALSE,topbiopapers,1
4849785894,4849785894,STaafunnyx,"Masonboro, NC, USA","ALO audio designs and creates portable headphone amplifiers, audio interconnects and the flagship headphone amplifier, Studio Six.",None,0,658,0,2/2/2016 15:53,48,FALSE,56,en,TRUE,,FALSE,FALSE,Stasia Adams,1
2384073290,2384073290,bionet_papers,@heathermvincent,A feed for papers in network biology.,None,67,0,19,3/11/2014 18:49,0,FALSE,4307,en,TRUE,,FALSE,FALSE,BioNetPapers,1
2147957118,2147957118,pizzaclones,,Every noun is an adjective noun under certain conditions. This bot generates jokes accordingly. Pic from: http://t.co/Gm58cmuKVv,http://t.co/vaPonBT7H5,158,0,35,10/21/2013 22:53,0,FALSE,15327,en,TRUE,,FALSE,FALSE,Pizza Clones,1
