screen_name	bot		screen_name
Taimanglo2526	1		cash_jobs_hope
WYR_bot	1		LeannArtz
GregorybBcreati	1		AutoFollowPeeps
benjamin_ha2005	1		GodeauCottongim
_ku_bot	1		DungeonCrawlr
YouLookNiceBot	1		SciTechRangers
hotspot_papers	1		dogbreedbot
Exosaurs	1		555uhz
muahaha_bot	1		moonshotbot
AnoncoinPrice	1		YourADickRD
nope_nooope	1		Aerie
mrwrongbot	1		FavThingsBot
MassBudgetBot	1		nondenotative
biorxiv_cancer	1		ErinChL
yosefo25	1		avadim11
Adamhuzz	1		evanescence_exe
abretonoa	1		ShropshirePulse
LACMAbot	1		GlitchLogos
SubbaEric	1		MoMARobot
FuckYeahIrony	1		netflix_bot
JackMax002	1		LandsatBot
cash_jobs_hope	1		meiosis_papers
LeannArtz	1		emojiidioms_txt
AutoFollowPeeps	1		gokejian
GodeauCottongim	1		akramEldesouky
DungeonCrawlr	1		HundredZeros
SciTechRangers	1		hartman_rob
dogbreedbot	1		Botstache
555uhz	1		Rajesh37123986
moonshotbot	1		GrinchPhonebook
YourADickRD	1		regulon_papers
Aerie	1		MIikoeml
FavThingsBot	1		cellendipity
nondenotative	1		earthquakeBot
ErinChL	1		PlantEcologyBot
avadim11	1		skyree_21
evanescence_exe	1		dungeon_junk
ShropshirePulse	1		Chevyluvr97
GlitchLogos	1		only_a_comment
MoMARobot	1		a10n_bot
netflix_bot	1		WiseWrestlers
LandsatBot	1		CODEC_BOT
meiosis_papers	1		ryrykpop966
emojiidioms_txt	1		ArxivBot
gokejian	1		G33k3rGeek
akramEldesouky	1		modofanpage
HundredZeros	1		M_Richardsonzz
hartman_rob	1		emily_testbot
Botstache	1		opus_exe
Rajesh37123986	1		botmistress
GrinchPhonebook	1		xxarchive
regulon_papers	1		GameCritBot
MIikoeml	1		Attack_On_Tita4
cellendipity	1		WhatsOnSteam
earthquakeBot	1		max_kompressor
PlantEcologyBot	1		airport_exe
skyree_21	1		VEGFRSSfeeds
dungeon_junk	1		two_artists
Chevyluvr97	1		PoGoCV
only_a_comment	1		AgusBJ_GD
a10n_bot	1		worm_papers
WiseWrestlers	1		NYPLpostcards
CODEC_BOT	1		tldr_bot
ryrykpop966	1		badjokebot
ArxivBot	1		MakeAGifOf
Juaanda_SA	1		dariusbots
G33k3rGeek	1		onlineadvantag
modofanpage	1		everybird_
M_Richardsonzz	1		Betelgeuse_3
emily_testbot	1		ceasedesistbot
opus_exe	1		V_and_A_Bot
botmistress	1		pomological
xxarchive	1		FridayFridayBot
GameCritBot	1		RNA_seq
Attack_On_Tita4	1		endingsummary
WhatsOnSteam	1		hewenqiseven
max_kompressor	1		zzbrittenybcraz
airport_exe	1		TheLegion24
VEGFRSSfeeds	1		holidaybot4000
two_artists	1		GestaltungBot
PoGoCV	1		big_cases
AgusBJ_GD	1		BestOfTheBots
worm_papers	1		unchartedatlas
NYPLpostcards	1		zoegoko25
tldr_bot	1		ReadLaterBot
badjokebot	1		SketchCharacter
MakeAGifOf	1		binsumi
dariusbots	1		Every_User_
onlineadvantag	1		DefiniteJoke
everybird_	1		knock2bot
Betelgeuse_3	1		WeBustedGhosts
ceasedesistbot	1		IAM_SHAKESPEARE
V_and_A_Bot	1		BrunoTSaraiva
pomological	1		TheAlotShepherd
FridayFridayBot	1		xiehl16
RNA_seq	1		fRIEND_ASKING
endingsummary	1		tomas_Sabo_
hewenqiseven	1		EctoHime
zzbrittenybcraz	1		emoji_haiku
TheLegion24	1		very_scared
holidaybot4000	1		contrarybot
GestaltungBot	1		LokkenGeorgie
big_cases	1		iknowwwright
BestOfTheBots	1		JlacyPeteswife
unchartedatlas	1		biorxiv_genetic
zoegoko25	1		ctelyricsbot
ReadLaterBot	1		neverwords
SketchCharacter	1		JC_pathogenomic
binsumi	1		Shadow_Bot_PKMN
Every_User_	1		liketocontinue
DefiniteJoke	1		mdurkinlv
knock2bot	1		thomp27
WeBustedGhosts	1		rm_everyfile
IAM_SHAKESPEARE	1		clubstatuses
BrunoTSaraiva	1		StckMrktStatus
TheAlotShepherd	1		godtributes
xiehl16	1		JPGglitchbot
fRIEND_ASKING	1		dungeon_bot
tomas_Sabo_	1		everyhaiku
EctoHime	1		MakingInvisible
emoji_haiku	1		PARANOIABOT
very_scared	1		Delee1087
contrarybot	1		nohemigbeei
LokkenGeorgie	1		VitaminNext
iknowwwright	1		pikachaplin
JlacyPeteswife	1		Chell56704574
biorxiv_genetic	1		Two_Headed_Coin
ctelyricsbot	1		ATArchiveBot
neverwords	1		JohnKorosec1
JC_pathogenomic	1		msturgeo1
Shadow_Bot_PKMN	1		HorizHealthShop
liketocontinue	1		EvoBehGe_papers
mdurkinlv	1		vipeeri
thomp27	1		desires_exe
rm_everyfile	1		qutont16
clubstatuses	1		KennethTillma13
StckMrktStatus	1		ziallarry_lilo
godtributes	1		FelicaBdesigner
JPGglitchbot	1		Favstar_Bot
dungeon_bot	1		NYT4thDownBot
everyhaiku	1		acrostik
MakingInvisible	1		gachfocal
PARANOIABOT	1		Yoda_Bot
Delee1087	1		MuseumBot
nohemigbeei	1		nguyent69899248
VitaminNext	1		wynellbrownz
pikachaplin	1		abotthat
Chell56704574	1		LSystemBot
Two_Headed_Coin	1		botsrcool
ATArchiveBot	1		Marygarcia207
JohnKorosec1	1		hplabs
msturgeo1	1		cant_miss_it
HorizHealthShop	1		twinsmodel
EvoBehGe_papers	1		AwlTags
vipeeri	1		zeiseema
desires_exe	1		xzavierm18
qutont16	1		RiyazBedrekar
KennethTillma13	1		baunvez28
ziallarry_lilo	1		ellygdesign
FelicaBdesigner	1		BrianIsNotABot
Favstar_Bot	1		which_one_bot
NYT4thDownBot	1		metal_or_magic
acrostik	1		hotter_exe
gachfocal	1		JasminPCv
Yoda_Bot	1		zujiaaz17
MuseumBot	1		mhzhai
nguyent69899248	1		500dollarwords
wynellbrownz	1		N_ChuiYing
abotthat	1		Rom_Adamsxx
LSystemBot	1		FintechBot
botsrcool	1		AutoCharts
Marygarcia207	1		TCmiamey
hplabs	1		OrangeYoshiOne
cant_miss_it	1		BitcoinSpreads
twinsmodel	1		action_inaction
AwlTags	1		wucooagl
zeiseema	1		VeryOldTweets
belsfreefollow	1		whistleboca
xzavierm18	1		mixed_reactions
RiyazBedrekar	1		MakeUSABotAgain
baunvez28	1		fruitWormPapers
ellygdesign	1		g_emiamiz
BrianIsNotABot	1		masjones28
which_one_bot	1		sugar_zine
metal_or_magic	1		asthma_papers
hotter_exe	1		PopMa98
JasminPCv	1		monfactory_bot
zujiaaz17	1		MarlaQ93
mhzhai	1		boy2bot
500dollarwords	1		BEd_UOIT
N_ChuiYing	1		trutherbotpink
Rom_Adamsxx	1		okcubot
FintechBot	1		JustDiedBot
AutoCharts	1		rrpxpqtlvrdpryO
TCmiamey	1		one_piece_meige
OrangeYoshiOne	1		tiny_nutrition
BitcoinSpreads	1		GamesMemes
action_inaction	1		thesefutures
wucooagl	1		PlantBiologyNSP
VeryOldTweets	1		MattSwulinski
whistleboca	1		ohxeimoo
mixed_reactions	1		YesYoureRacist
MakeUSABotAgain	1		SharenowEmord
fruitWormPapers	1		GenerateACat
g_emiamiz	1		BTCMaster
masjones28	1		nycpokemap
sugar_zine	1		gameideamachine
asthma_papers	1		qoihaaqnd83
PopMa98	1		LCorduleRealtor
monfactory_bot	1		POGOSouthCoast
MarlaQ93	1		maurita_super
boy2bot	1		Schnyder2885
BEd_UOIT	1		TheSiliconHill
trutherbotpink	1		soft_focuses
okcubot	1		Nathan60899955
JustDiedBot	1		postcards_past
rrpxpqtlvrdpryO	1		zainulk87368485
one_piece_meige	1		wordassocbot
tiny_nutrition	1		ClickerMaker
GamesMemes	1		Taz_Aadam
thesefutures	1		DannyDevitoBot
PlantBiologyNSP	1		mfw_sh
MattSwulinski	1		loritas16
ohxeimoo	1		koreygonzalezi8
YesYoureRacist	1		robotuaries
SharenowEmord	1		AJchica84
GenerateACat	1		Joyce_Ross86
BTCMaster	1		RunnersKaskus
nycpokemap	1		traedwardsx
gameideamachine	1		newmantras
qoihaaqnd83	1		ERIKSGT
LCorduleRealtor	1		phagepapers
POGOSouthCoast	1		TravelTacticsUK
maurita_super	1		dscovr_epic
Schnyder2885	1		SaveHumanities
TheSiliconHill	1		BLjellox
soft_focuses	1		IrlbeckFleming
Nathan60899955	1		botsplain
postcards_past	1		CandisAide
zainulk87368485	1		lilboysivan
wordassocbot	1		everycanontroll
ClickerMaker	1		custom_ms
Taz_Aadam	1		sweetgirl4355
DannyDevitoBot	1		Botston
TaylorMichaell	1		thematchbot
mfw_sh	1		brayanh27
loritas16	1		AppreciationBot
koreygonzalezi8	1		Naruto__bot
robotuaries	1		XOahoveck
AJchica84	1		SoniaSlunaker
Joyce_Ross86	1		thegrugq_ebooks
RunnersKaskus	1		KellyKasula
traedwardsx	1		plot_o_matic
newmantras	1		IndyPokeAlertNE
ERIKSGT	1		everysplain
phagepapers	1		PRAYSSURANDO
TravelTacticsUK	1		AZRERockStar
dscovr_epic	1		everyword
SaveHumanities	1		uncle_nintendo
BLjellox	1		ASplant_papers
IrlbeckFleming	1		quest_glitches
botsplain	1		jalpmiam
CandisAide	1		botlang
lilboysivan	1		EldqAdamsi
everycanontroll	1		cohesin_papers
custom_ms	1		thenewharperlee
sweetgirl4355	1		EffDonaldTrump
Botston	1		BabellingBorges
thematchbot	1		oneiropoiesis
brayanh27	1		dumpmon
AppreciationBot	1		Germanwordfor
Naruto__bot	1		we_didnt_start
XOahoveck	1		FEveryStartup
SoniaSlunaker	1		_smile_bot_
thegrugq_ebooks	1		Nematode_papers
KellyKasula	1		mitosis_papers
plot_o_matic	1		Deer_ebooks
IndyPokeAlertNE	1		transcriptomes
everysplain	1		evryshadeofgray
PRAYSSURANDO	1		J_D_Landis
AZRERockStar	1		TheChocolateMoo
everyword	1		landscapesorter
uncle_nintendo	1		paulenec22
ASplant_papers	1		3D_Genome
quest_glitches	1		botacokewith
jalpmiam	1		ml_applications
botlang	1		goevtal
EldqAdamsi	1		TheHackerBOT
cohesin_papers	1		badboy_11122
thenewharperlee	1		UfklBot
EffDonaldTrump	1		PoGoSanteeCA
BabellingBorges	1		journeybot
oneiropoiesis	1		tozid16
dumpmon	1		tennerKymberly_
Germanwordfor	1		Psykokwak_fr
we_didnt_start	1		botathon
FEveryStartup	1		countdown_omen
_smile_bot_	1		loveastrologers
Nematode_papers	1		jacobletsplay
mitosis_papers	1		everywordisgay
Deer_ebooks	1		HAL_4500
transcriptomes	1		Yolowbot
evryshadeofgray	1		vikram_ghanote
J_D_Landis	1		ANamariao89
TheChocolateMoo	1		TheBotOfMormon
landscapesorter	1		NotXbut
paulenec22	1		cleoraobnowx
3D_Genome	1		received_wisdom
botacokewith	1		portmanteau_bot
ml_applications	1		WinnifredCouret
goevtal	1		PYRAMID_CEO
TheHackerBOT	1		medrobot
badboy_11122	1		EveryBookBot
UfklBot	1		colsci_papers
PoGoSanteeCA	1		khalilecrazy
journeybot	1		BioinfoPapers
tozid16	1		PhilaMuseumBot
tennerKymberly_	1		JaveriyaShaikh4
Psykokwak_fr	1		TOisiosr1989
botathon	1		everycurd
countdown_omen	1		techiecorner
loveastrologers	1		swisnf
jacobletsplay	1		PassportReviews
everywordisgay	1		KashubaEsposito
HAL_4500	1		Iraqiboy313
Yolowbot	1		VanityScience
vikram_ghanote	1		ILYguyss
ANamariao89	1		ribosome_papers
TheBotOfMormon	1		CrashBurnRepeat
NotXbut	1		Businewss_Bot
cleoraobnowx	1		UshaLzz
received_wisdom	1		MiraculousPics
Kelly4Trump	1		biorxiv_neursci
portmanteau_bot	1		DeepdreamBot
WinnifredCouret	1		bbbbbbbbbbbaka
PYRAMID_CEO	1		Imtheotherok2
medrobot	1		biorxiv_pubd
EveryBookBot	1		BioPapers
colsci_papers	1		AndNowImagine
khalilecrazy	1		PrinceOfAllBots
BioinfoPapers	1		autotweetbots
PhilaMuseumBot	1		zou_wan
JaveriyaShaikh4	1		LOilepind
TOisiosr1989	1		siexaij95
everycurd	1		IShotTheX
techiecorner	1		SGPokemon
swisnf	1		merrey90
PassportReviews	1		___said
KashubaEsposito	1		ELialexanderey
Iraqiboy313	1		EveryFinnishNo
VanityScience	1		emilyvanderbot
ILYguyss	1		chrturner22
ribosome_papers	1		neuralgae
CrashBurnRepeat	1		crossddestinies
Businewss_Bot	1		holdon_magnolia
UshaLzz	1		HatawayDavies
MiraculousPics	1		cichlid_papers
biorxiv_neursci	1		NeverGiveUp_EN
DeepdreamBot	1		congressedits
bbbbbbbbbbbaka	1		X_of_Y
Imtheotherok2	1		Bot_of_Jonathan
biorxiv_pubd	1		celand82
BioPapers	1		BrainDev_Papers
AndNowImagine	1		biorxiv_sysbio
PrinceOfAllBots	1		CancerPapers
autotweetbots	1		SaintSeiya4Ever
zou_wan	1		ComicSansWords
LOilepind	1		bizedav25
siexaij95	1		Tatiannajakayl1
OTRdenny	1		lao232
IShotTheX	1		AwesomeJalapeno
SGPokemon	1		eventuallybot
merrey90	1		CambsPokeAlert
___said	1		HOzaara22
ELialexanderey	1		overwatch_exe
EveryFinnishNo	1		wisdom_exe
emilyvanderbot	1		loops_enhancers
chrturner22	1		BestOfRHP
neuralgae	1		lazont26
crossddestinies	1		GameOfLifeBot
holdon_magnolia	1		softlandscapes
HatawayDavies	1		DigitalSkyz
cichlid_papers	1		a_quilt_bot
NeverGiveUp_EN	1		BrandLover7
congressedits	1		sextexchange
X_of_Y	1		PERMUTANT
Bot_of_Jonathan	1		gritty_rebot
celand82	1		modernart_exe
BrainDev_Papers	1		ZEazr1987
biorxiv_sysbio	1		alt_text_bot
CancerPapers	1		TE_papers
SaintSeiya4Ever	1		TheCitizenKanes
ComicSansWords	1		zaynecgray83
bizedav25	1		zozioevd
Tatiannajakayl1	1		NaiveQuestions
lao232	1		madamezolbot
AwesomeJalapeno	1		JohnOliverBot
eventuallybot	1		pipika_bot
CambsPokeAlert	1		ComicBookTalks
HOzaara22	1		tinydnd
overwatch_exe	1		NatureArticles
wisdom_exe	1		tahjaylee
loops_enhancers	1		bxv_cell
BestOfRHP	1		jajlang
lazont26	1		BoatNameBot
GameOfLifeBot	1		debbyr83
softlandscapes	1		cat_namer
DigitalSkyz	1		bexley2222
a_quilt_bot	1		Goombot
BrandLover7	1		garbageemoji
sextexchange	1		ShamielAlli
PERMUTANT	1		JustToSayBot
gritty_rebot	1		biorxiv_cellbio
modernart_exe	1		Graceful_Dolans
ZEazr1987	1		kazi_quaide
alt_text_bot	1		EveryGem
TE_papers	1		yayfrens
TheCitizenKanes	1		dix6482
zaynecgray83	1		yeahcolton_smit
zozioevd	1		kathking2017
NaiveQuestions	1		AestheticDril
madamezolbot	1		bxv_biochem
JohnOliverBot	1		MobilityErnest
pipika_bot	1		AndromedaBot
ComicBookTalks	1		TheRiddlerBot
tinydnd	1		TINYiPhone
NatureArticles	1		everysword
tahjaylee	1		metagenomic_lit
bxv_cell	1		freezeframebot
jajlang	1		Symbiosispapers
BoatNameBot	1		cihpom
debbyr83	1		AllTheLanguages
cat_namer	1		HellDudeREAL
bexley2222	1		SueCoyle14
Goombot	1		EcoLog_L
garbageemoji	1		LinkRelations
ShamielAlli	1		biorxiv_bioinfo
JustToSayBot	1		ICYMI
biorxiv_cellbio	1		factretriever
Graceful_Dolans	1		GodbyJean
kazi_quaide	1		KareninaClones
EveryGem	1		zuudveh
yayfrens	1		litscraper
dix6482	1		_blackobs
yeahcolton_smit	1		NDM_Papers
kathking2017	1		AnayaJarrett
AestheticDril	1		edgetics_papers
bxv_biochem	1		everyailment
MobilityErnest	1		ExtinctCatalog
AndromedaBot	1		GenerateAFace
TheRiddlerBot	1		penguinandhouse
TINYiPhone	1		badpng
everysword	1		MIreilled28
metagenomic_lit	1		NAS6222
freezeframebot	1		GWAS_lit
Symbiosispapers	1		heyheyhayleighh
cihpom	1		SteemCodes
AllTheLanguages	1		MenDoing
HellDudeREAL	1		wendyc_bot
SueCoyle14	1		IndyPokeAlertDT
EcoLog_L	1		letsplaysnake
LinkRelations	1		NoellaKarlson
biorxiv_bioinfo	1		FtWorthPokes
ICYMI	1		ishnobop
factretriever	1		arpeggio_bot
GodbyJean	1		IanMaksin
KareninaClones	1		imgshredder
zuudveh	1		darndesttruisms
litscraper	1		emojitoemoji
_blackobs	1		gridgenerator
NDM_Papers	1		moltar_ebooks
AnayaJarrett	1		DCell_papers
edgetics_papers	1		A20989664A
everyailment	1		aaroncarter
ExtinctCatalog	1		michellebranch
GenerateAFace	1		stronginmyfaith
penguinandhouse	1		Jessicaveronica
badpng	1		resargento
MIreilled28	1		crazyl1f
NAS6222	1		TaniasimonTania
GWAS_lit	1		YCPRProf
heyheyhayleighh	1		bandofhorses
SteemCodes	1		sparker
HendersonPkmon	1		gitamonte
MenDoing	1		junecohen
wendyc_bot	1		larryellison
IndyPokeAlertDT	1		PleasureEllis
letsplaysnake	1		Carl_C_Icahn
NoellaKarlson	1		LillianSaysSo
FtWorthPokes	1		SaraRoMenen
ishnobop	1		Readygov
arpeggio_bot	1		50cent
IanMaksin	1		WonderboyMMA
imgshredder	1		NASA
darndesttruisms	1		iPoonampandey
emojitoemoji	1		Andrewdiazgonz1
gridgenerator	1		Defendant_SBS
moltar_ebooks	1		Mah_Sebinelli
DCell_papers	1		kaliedascope786
A20989664A	1		kramergirl
aaroncarter	0		Alyssa_Milano
michellebranch	0		RobertVinluan
stronginmyfaith	0		Oprah
Jessicaveronica	0		ImRo45
resargento	0		CP3
crazyl1f	0		BryanCranston
TaniasimonTania	0		davidmfoley
YCPRProf	0		davidgross_man
bandofhorses	0		KenJennings
sparker	0		JoeTrippi
gitamonte	0		AndreaUrbanPhD
junecohen	0		official_barak
larryellison	0		KnowledgeAli
PleasureEllis	0		happjon1
Carl_C_Icahn	0		CalderBecs
LillianSaysSo	0		ihansika
SaraRoMenen	0		PerkinsEastman
Readygov	0		harryRpotter
50cent	0		Ginuwine
WonderboyMMA	0		ReadtoGrowCT
NASA	0		hehaiwu
iPoonampandey	0		scottzabielski
Andrewdiazgonz1	0		_AmandaGondo
Defendant_SBS	0		AMCOUNTRYCNTWN
Mah_Sebinelli	0		TimWestwood
kaliedascope786	0		SportsNStuff333
kramergirl	0		apioth10
Alyssa_Milano	0		SteveMartinToGo
RobertVinluan	0		DJDRAMA
Oprah	0		jooycegoomes
ImRo45	0		CrescentWrench
CP3	0		vitormartinez
BryanCranston	0		ICBCArgentina
davidmfoley	0		movienasha
davidgross_man	0		_Jehmg
KenJennings	0		StephenAmell
JoeTrippi	0		SomethingToBurn
AndreaUrbanPhD	0		Isadora_Romera
official_barak	0		makerbot
KnowledgeAli	0		nivieira
happjon1	0		rogerclemens
CalderBecs	0		vitorbelfort
ihansika	0		ReggieEvans30
PerkinsEastman	0		elw119
harryRpotter	0		GavinNewsom
Ginuwine	0		freddurst
ReadtoGrowCT	0		jennygzhang
hehaiwu	0		Coolio
scottzabielski	0		YesYoureSexist
_AmandaGondo	0		Julie_LGreen
AMCOUNTRYCNTWN	0		bhanu_rvd
TimWestwood	0		questlove
SportsNStuff333	0		keaneofficial
apioth10	0		moulitweete
SteveMartinToGo	0		saramafzal
DJDRAMA	0		BenWrightATL
jooycegoomes	0		BrittProvost
CrescentWrench	0		varunpostpickle
vitormartinez	0		notquitefrodo
ICBCArgentina	0		leeticia_G
movienasha	0		wizkhalifa
WayneCirilli	0		shawnnamusic
_Jehmg	0		lakeographer
StephenAmell	0		abhi_rathi88
SomethingToBurn	0		fahmed92
Isadora_Romera	0		aplusk
makerbot	0		ravitejavarma_m
nivieira	0		NYUWasserman
rogerclemens	0		jakeborge
vitorbelfort	0		naihadmohan
ReggieEvans30	0		DJPROSTYLE
elw119	0		MikeBloomberg
GavinNewsom	0		joeyallen28
freddurst	0		francescadani
jennygzhang	0		tushar141990
Coolio	0		KevinHart4real
YesYoureSexist	0		Efr1m
Julie_LGreen	0		Jupedrita
bhanu_rvd	0		WillRowan3
questlove	0		burtherman
keaneofficial	0		jessicaalba
moulitweete	0		KrisAllen
saramafzal	0		thebeatles
BenWrightATL	0		Adele
BrittProvost	0		AliGPincus
varunpostpickle	0		Carol1_Freitas
notquitefrodo	0		AaronRodgers12
leeticia_G	0		igottwiter
wizkhalifa	0		carrieanninaba
shawnnamusic	0		TencentCorp
lakeographer	0		SrizanKozu
abhi_rathi88	0		TheBigFatTechie
fahmed92	0		sherwood
aplusk	0		PlayboyMic
ravitejavarma_m	0		kingsthings
NYUWasserman	0		WHOSTP44
jakeborge	0		parislemon
naihadmohan	0		realDennisLynch
DJPROSTYLE	0		ericschmidt
MikeBloomberg	0		ThaboSefolosha
joeyallen28	0		JordinSparks
francescadani	0		drfeifei
tushar141990	0		thescript
KevinHart4real	0		adultmomband
Efr1m	0		dallasleebridge
Jupedrita	0		larissawandame
WillRowan3	0		MirandaCosgrove
burtherman	0		PaulBrounMD
jessicaalba	0		myspacetom
KrisAllen	0		jborrel00
thebeatles	0		Om1prakash
Adele	0		realDonaldTrump
AliGPincus	0		evanspiegel
Carol1_Freitas	0		DrowningPool
AaronRodgers12	0		LeooooFerreira
igottwiter	0		mariamenounos
carrieanninaba	0		lessig
TencentCorp	0		SkyeTunes
SrizanKozu	0		DeRayDavis
TheBigFatTechie	0		SivaNagarjuna14
sherwood	0		jessicanaziri
PlayboyMic	0		ShashiTharoor
kingsthings	0		WaryJT2
WHOSTP44	0		Vleeties
parislemon	0		kaiquegamela20
realDennisLynch	0		nyubridge100
ericschmidt	0		Mehul_27
ThaboSefolosha	0		LauraPausini
JordinSparks	0		SaraBareilles
drfeifei	0		phil_hellmuth
thescript	0		JinghaoLu
adultmomband	0		SHAQ
dallasleebridge	0		paparoach
larissawandame	0		SmallWonderBand
MirandaCosgrove	0		ID_AA_Carmack
PaulBrounMD	0		JuraBaran
myspacetom	0		georgelopez
jborrel00	0		suryad26
Om1prakash	0		VinceGreen53
realDonaldTrump	0		DeathBot9
evanspiegel	0		livestrong
DrowningPool	0		robledorodrigo8
LeooooFerreira	0		thetanmay
mariamenounos	0		e_kaspersky
lessig	0		TimoteoPRogers
SkyeTunes	0		cmlasa
DeRayDavis	0		slippytrumpet
SivaNagarjuna14	0		SeanKingston
jessicanaziri	0		Akkuhere
ShashiTharoor	0		ciara
WaryJT2	0		tim_cook
Vleeties	0		funghoulI
kaiquegamela20	0		VictoriasSecret
nyubridge100	0		ilyaf
Mehul_27	0		leooherrera
LauraPausini	0		eh_services
SaraBareilles	0		charitywater
phil_hellmuth	0		clippersteveb
JinghaoLu	0		140CharsReview
SHAQ	0		petewentz
paparoach	0		rrr_yaga
SmallWonderBand	0		st_vincent
ID_AA_Carmack	0		aliciakeys
JuraBaran	0		EYJr
georgelopez	0		MateenYasin
suryad26	0		AdrienneBailon
VinceGreen53	0		meiko
DeathBot9	0		Schofe
livestrong	0		FBI
robledorodrigo8	0		nytimes
thetanmay	0		andersoncooper
e_kaspersky	0		mshansoyung
TimoteoPRogers	0		Antwanmclean2
cmlasa	0		JessicaGottlieb
slippytrumpet	0		BOTLibrary
VivekDuttMehta	0		DataCorpLTD
SeanKingston	0		rikardsteiber
Akkuhere	0		hexa_tech
ciara	0		robbiewilliams
tim_cook	0		safiyyahn
funghoulI	0		terrellowens
VictoriasSecret	0		attibalazs
ilyaf	0		kaj33
leooherrera	0		lilychumley
eh_services	0		AFI
charitywater	0		jimmykimmel
clippersteveb	0		ulat_bulu_bulu
140CharsReview	0		kcjohnson9
petewentz	0		KeionBennett1
rrr_yaga	0		Tatyana_vel
st_vincent	0		BlondieOfficial
aliciakeys	0		PSOE
EYJr	0		ThihOliveira
MateenYasin	0		ManuDayan
AdrienneBailon	0		LAAF
meiko	0		GordonKljestan
Schofe	0		rpavlovD
FBI	0		conchoss
nytimes	0		RiskyBusinessMB
andersoncooper	0		AdamSchefter
mshansoyung	0		Waxmice
Antwanmclean2	0		MeghanMcCain
JessicaGottlieb	0		MarlonWayans
BOTLibrary	0		naumanminhas91
DataCorpLTD	0		c11ro
rikardsteiber	0		bubbawatson
hexa_tech	0		Maheshbhupathi
robbiewilliams	0		thecoppergirl
safiyyahn	0		IAmAnushka
terrellowens	0		nikilanik
attibalazs	0		30SECONDSTOMARS
kaj33	0		Pink
lilychumley	0		iansomerhalder
AFI	0		kennysule
jimmykimmel	0		KDTrey5
ulat_bulu_bulu	0		NYU_OGS
kcjohnson9	0		heyitsfranklin2
KeionBennett1	0		_pahh
Tatyana_vel	0		itsfreedomlayag
BlondieOfficial	0		Shinedown
PSOE	0		AlexanderNoyes
ThihOliveira	0		TrentVessel7
ManuDayan	0		NelCoetzee
LAAF	0		s_vakarchuk
GordonKljestan	0		juliehdavis
rpavlovD	0		nodoubt
conchoss	0		GrahamMcNeill
RiskyBusinessMB	0		FreddyAdu
AdamSchefter	0		SophieT
Waxmice	0		agequake
MeghanMcCain	0		jasonderulo
MarlonWayans	0		Patri_Killjoy
naumanminhas91	0		beastieboys
c11ro	0		Lilly17254
bubbawatson	0		TherealTaraji
Maheshbhupathi	0		benkweller
thecoppergirl	0		FuthumT
IAmAnushka	0		T0N0N
nikilanik	0		mashable
30SECONDSTOMARS	0		malco_sugastti
Pink	0		kv_karthik
iansomerhalder	0		simonpolrot
kennysule	0		johnwoodRTR
KDTrey5	0		jstanfordtulsa
NYU_OGS	0		Wild_Programmer
heyitsfranklin2	0		ConanOBrien
_pahh	0		algore
itsfreedomlayag	0		fintechcoach
Shinedown	0		claryssasantana
AlexanderNoyes	0		SnoopDogg
TrentVessel7	0		FretboardNomad
NelCoetzee	0		Pika34593419
s_vakarchuk	0		yokoono
juliehdavis	0		itsimanjordan
nodoubt	0		SarahPalinUSA
GrahamMcNeill	0		Gahlaut_Rajput
FreddyAdu	0		badbanana
SophieT	0		TWooodley
adriancrosby371	0		ColinDaileda
agequake	0		Weezer
jasonderulo	0		meerbaz
Patri_Killjoy	0		Jason
beastieboys	0		khakwani16
Lilly17254	0		WeAreTheUsed
TherealTaraji	0		pentametron
benkweller	0		EtsukoRoten8871
FuthumT	0		sapwnss
mimuine	0		rwbrown84
T0N0N	0		TheMuffinMan_07
mashable	0		jonrafman
malco_sugastti	0		AngelaAhrendts
kv_karthik	0		wmbeer
simonpolrot	0		Phil_Coutinho
johnwoodRTR	0		anktrhla
jstanfordtulsa	0		megwagner
Wild_Programmer	0		payodsoni
ConanOBrien	0		operationsmile
algore	0		httpdefsouls
m_a_n_a_v_1609	0		m54715303
Octavia_Agnes	0		sarakipin
fintechcoach	0		kylewreid
claryssasantana	0		serafinowicz
SnoopDogg	0		LucG99
FretboardNomad	0		lenadunham
Pika34593419	0		edhornick
yokoono	0		kimgenevieve
itsimanjordan	0		mitchbarwick
SarahPalinUSA	0		Mike_Rann
Gahlaut_Rajput	0		stephenfry
badbanana	0		imtheMDP
TWooodley	0		asuzsy
ColinDaileda	0		KhunNuOh
Weezer	0		Rajesh242Rajesh
meerbaz	0		Underviewed
Jason	0		jk_rowling
khakwani16	0		4AliAce
WeAreTheUsed	0		HillaryClinton
pentametron	0		Danmasseli2
EtsukoRoten8871	0		nirdosa
sapwnss	0		beacure
rwbrown84	0		maxkeiser
TheMuffinMan_07	0		sdxtech
jonrafman	0		JBARsodmg
AngelaAhrendts	0		aneesh_k
wmbeer	0		BIGPitchAward
Phil_Coutinho	0		ancient_rainbow
anktrhla	0		brett1211
megwagner	0		Leander
payodsoni	0		SirKate
operationsmile	0		milk
httpdefsouls	0		Billlyyx
m54715303	0		stevejang
sarakipin	0		AvnishS00673526
kylewreid	0		crystaltamar
serafinowicz	0		dermot100
LucG99	0		CARE
lenadunham	0		nehapai
edhornick	0		blue_tracks
kimgenevieve	0		MassGovernor
mitchbarwick	0		shiftyz
